Nome,Plataforma,Ano de lancamento,Genero,Publicadora,Vendas NA,Vendas EU,Vendas JP,Outras vendas,Vendas globais,Pontuacao da critica,Contagem de criticas,Pontuacao dos usuarios,Contagem de usuarios,Desenvolvedora,Classificacao
Pro Evolution Soccer 2011 3D,10,2011.0,0,14,0.11,0.13,0.11,0.02,0.38,73.0,43.0,6.7,18.0,69,0
Just Dance 2014,5,2013.0,5,5,0.17,0.14,0.0,0.06,0.38,77.0,6.0,7.1,25.0,12,3
Wii Sports Club,18,2014.0,0,0,0.17,0.14,0.04,0.03,0.38,68.0,21.0,7,106.0,0,3
Harry Potter and the Prisoner of Azkaban,19,2004.0,8,7,0.29,0.08,0.0,0.01,0.38,67.0,22.0,7.3,8.0,107,0
Skylanders Giants,18,2012.0,8,4,0.22,0.12,0.0,0.03,0.37,80.0,8.0,6.9,22.0,67,3
GRID 2,5,2013.0,2,34,0.07,0.22,0.01,0.08,0.37,82.0,20.0,6.6,173.0,294,0
Super Dragon Ball Z,6,2006.0,9,10,0.09,0.07,0.19,0.02,0.37,72.0,31.0,5.8,21.0,731,2
Disney Sing It,5,2008.0,5,32,0.28,0.06,0.0,0.04,0.37,54.0,11.0,3.5,6.0,275,0
Ultimate Spider-Man,19,2005.0,8,4,0.29,0.07,0.0,0.01,0.37,76.0,36.0,7.2,21.0,6,2
Major League Baseball 2K6,4,2006.0,0,130,0.34,0.0,0.0,0.03,0.37,66.0,22.0,3.9,37.0,276,0
NBA 2K7,5,2006.0,0,2,0.3,0.04,0.0,0.03,0.37,80.0,20.0,7.4,8.0,83,0
Just Dance 4,18,2012.0,5,5,0.21,0.13,0.0,0.03,0.37,66.0,14.0,7.8,37.0,31,3
"Monsters, Inc. Scream Arena",19,2002.0,1,28,0.29,0.07,0.0,0.01,0.37,39.0,7.0,4.7,14.0,311,0
Need for Speed: Hot Pursuit,14,2010.0,2,7,0.12,0.2,0.0,0.05,0.37,86.0,14.0,6.7,556.0,139,3
Rampage: Total Destruction,6,2006.0,8,39,0.18,0.14,0.0,0.05,0.37,51.0,34.0,7,15.0,38,3
High Heat Major League Baseball 2003,6,2002.0,0,76,0.18,0.14,0.0,0.05,0.37,84.0,23.0,7.9,7.0,733,0
Trivial Pursuit,4,2009.0,5,7,0.12,0.21,0.0,0.04,0.37,66.0,19.0,6.4,9.0,285,0
Kingdom Under Fire: Circle of Doom,4,2007.0,3,1,0.18,0.12,0.04,0.03,0.37,55.0,44.0,5.9,49.0,734,1
Spider-Man: Friend or Foe,6,2007.0,8,4,0.31,0.01,0.0,0.05,0.37,62.0,15.0,8.3,19.0,68,3
EA Sports MMA,5,2010.0,9,7,0.16,0.14,0.01,0.06,0.37,77.0,47.0,6.9,38.0,57,2
Guitar Hero On Tour: Modern Hits,3,2009.0,5,4,0.13,0.2,0.0,0.04,0.37,70.0,30.0,6.3,7.0,242,3
Quake 4,4,2005.0,6,4,0.32,0.02,0.0,0.03,0.37,75.0,52.0,6.7,80.0,161,1
Tiger Woods PGA Tour 14,5,2013.0,0,7,0.16,0.14,0.0,0.07,0.37,74.0,28.0,3.8,26.0,57,0
Skate,5,2007.0,0,7,0.29,0.04,0.0,0.03,0.37,85.0,31.0,8.2,57.0,30,2
Rage,14,2011.0,6,6,0.14,0.18,0.0,0.06,0.37,79.0,32.0,5.2,1618.0,259,1
Custom Robo,19,2004.0,3,0,0.29,0.07,0.0,0.01,0.37,65.0,31.0,8.1,27.0,736,2
Prince of Persia: The Forgotten Sands,16,2010.0,8,5,0.09,0.18,0.01,0.1,0.37,65.0,10.0,7.4,14.0,104,2
BioShock The Collection,9,2016.0,6,2,0.1,0.19,0.02,0.06,0.37,84.0,39.0,8.5,210.0,737,1
Theatrhythm Final Fantasy: Curtain Call,10,2014.0,5,15,0.13,0.08,0.15,0.02,0.37,83.0,52.0,8.2,66.0,114,2
DiRT 2,0,2009.0,2,34,0.1,0.22,0.0,0.04,0.37,51.0,10.0,5.5,22.0,294,3
Pac-Man World 2,19,2002.0,8,0,0.28,0.07,0.0,0.01,0.37,74.0,18.0,8.3,19.0,32,0
Tomb Raider: Legend,4,2006.0,8,21,0.27,0.07,0.01,0.03,0.37,80.0,54.0,7.3,84.0,298,2
Rocket League,9,2016.0,0,11,0.03,0.28,0.0,0.05,0.37,85.0,50.0,8.7,1290.0,738,0
The BIGS,0,2007.0,0,2,0.34,0.0,0.0,0.03,0.37,66.0,15.0,7.1,14.0,273,0
The Legend of Spyro: A New Beginning,3,2006.0,1,23,0.33,0.01,0.0,0.03,0.37,68.0,10.0,6.8,8.0,186,0
Juiced 2: Hot Import Nights,16,2007.0,2,28,0.06,0.2,0.0,0.11,0.37,73.0,6.0,7.8,11.0,548,2
Dungeon Siege III,4,2011.0,3,15,0.21,0.12,0.01,0.03,0.37,72.0,55.0,5.9,102.0,78,2
DiRT Rally,9,2016.0,2,34,0.04,0.27,0.0,0.05,0.37,85.0,46.0,8.1,196.0,294,0
NFL Street 2 Unleashed,16,2005.0,0,7,0.34,0.0,0.0,0.03,0.37,73.0,23.0,7.4,14.0,57,0
FIFA Street 2,6,2006.0,0,7,0.17,0.13,0.02,0.04,0.37,59.0,27.0,7.7,42.0,35,0
Virtua Tennis 2009,0,2009.0,0,8,0.12,0.21,0.0,0.04,0.37,73.0,33.0,7.7,21.0,129,0
Overlord: Dark Legend,0,2009.0,8,34,0.11,0.22,0.0,0.04,0.37,68.0,30.0,7.9,15.0,342,2
The Legend of Spyro: The Eternal Night,3,2007.0,1,23,0.32,0.02,0.0,0.03,0.37,56.0,4.0,2.7,6.0,186,0
Harry Potter and the Order of the Phoenix,16,2007.0,8,7,0.1,0.17,0.0,0.1,0.37,52.0,11.0,7.6,20.0,107,3
Wanted: Weapons of Fate,4,2009.0,6,19,0.17,0.15,0.0,0.04,0.37,62.0,61.0,7.5,26.0,618,1
Xenosaga Episode III: Also sprach Zarathustra,6,2006.0,3,25,0.09,0.07,0.18,0.02,0.37,81.0,34.0,9,59.0,230,2
Rune Factory: Frontier,0,2008.0,3,70,0.16,0.13,0.04,0.03,0.37,79.0,34.0,8.5,39.0,580,3
Mini Ninjas,0,2009.0,8,21,0.16,0.16,0.0,0.04,0.37,79.0,9.0,8.3,12.0,126,3
Naruto Shippuden: Ninja Destiny 2,3,2008.0,9,197,0.19,0.02,0.13,0.02,0.37,55.0,12.0,5.7,11.0,740,2
Scribblenauts: Unlimited,18,2012.0,8,19,0.25,0.09,0.0,0.03,0.37,73.0,42.0,7.4,109.0,184,3
Marvel: Ultimate Alliance,16,2006.0,3,4,0.33,0.0,0.0,0.03,0.37,81.0,19.0,7.5,14.0,67,2
The Sims 2: Castaway,6,2007.0,7,7,0.3,0.01,0.0,0.05,0.37,71.0,17.0,8,15.0,97,2
NCAA Football 07,16,2006.0,0,7,0.34,0.0,0.0,0.03,0.37,75.0,16.0,7.9,11.0,18,0
Fragile Dreams: Farewell Ruins of the Moon,0,2009.0,3,70,0.16,0.12,0.06,0.03,0.36,67.0,41.0,8.3,63.0,678,2
GoldenEye: Rogue Agent,19,2004.0,6,7,0.28,0.07,0.0,0.01,0.36,60.0,35.0,6.7,14.0,36,2
Need for Speed: The Run,14,2011.0,8,7,0.09,0.21,0.0,0.07,0.36,69.0,18.0,5.8,338.0,168,2
Dragon Ball Z: Infinite World,6,2008.0,9,25,0.08,0.06,0.21,0.02,0.36,48.0,17.0,7.9,37.0,117,2
Elite Beat Agents,3,2006.0,5,0,0.3,0.03,0.0,0.03,0.36,87.0,51.0,8.6,105.0,478,3
ESPN X Games Skateboarding,6,2001.0,0,14,0.18,0.14,0.0,0.05,0.36,58.0,15.0,7.8,14.0,741,0
Sid Meier's Civilization: Beyond Earth,14,2014.0,11,2,0.11,0.22,0.0,0.03,0.36,81.0,78.0,5.5,1027.0,246,3
Castlevania: Order of Ecclesia,3,2008.0,1,14,0.27,0.02,0.04,0.03,0.36,85.0,46.0,8.7,111.0,69,2
Left 4 Dead 2,14,2009.0,6,50,0.0,0.32,0.0,0.04,0.36,89.0,55.0,8.5,2530.0,77,1
Green Day: Rock Band,0,2010.0,5,31,0.22,0.11,0.0,0.03,0.36,76.0,12.0,8.8,11.0,58,2
Star Fox: Zero,18,2016.0,6,0,0.17,0.1,0.07,0.03,0.36,69.0,82.0,7.4,662.0,289,3
SAW,5,2009.0,8,14,0.13,0.17,0.0,0.06,0.36,59.0,41.0,6.4,28.0,742,1
Tom Clancy's HAWX 2,4,2010.0,8,5,0.24,0.09,0.01,0.03,0.36,68.0,57.0,6.3,29.0,12,2
High Heat Major League Baseball 2004,6,2003.0,0,76,0.18,0.14,0.0,0.05,0.36,83.0,17.0,8.1,12.0,733,0
Robots,6,2005.0,8,23,0.18,0.14,0.0,0.05,0.36,53.0,6.0,6,8.0,103,0
NARC,6,2005.0,6,39,0.18,0.14,0.0,0.05,0.36,50.0,24.0,7,21.0,624,1
Dragon Ball Z: Attack of the Saiyans,3,2009.0,3,25,0.12,0.02,0.21,0.01,0.36,73.0,21.0,7.9,24.0,230,3
Bionic Commando,5,2009.0,1,12,0.12,0.17,0.01,0.06,0.36,71.0,48.0,7.4,62.0,618,1
Monster Rancher 3,6,2001.0,7,48,0.11,0.09,0.14,0.03,0.36,77.0,13.0,8.5,23.0,378,0
The Incredibles: Rise of the Underminer,6,2005.0,8,28,0.18,0.14,0.0,0.05,0.36,60.0,12.0,7.1,8.0,172,3
Sword Art Online: Lost Song,22,2015.0,3,25,0.06,0.04,0.23,0.03,0.36,70.0,4.0,7.1,27.0,743,2
Hamtaro: Ham-Ham Heartbreak,8,2002.0,8,0,0.26,0.1,0.0,0.01,0.36,72.0,7.0,9.3,18.0,744,0
Okage: Shadow King,6,2001.0,3,3,0.14,0.11,0.08,0.04,0.36,70.0,23.0,8.5,14.0,745,2
BlazBlue: Calamity Trigger,4,2009.0,9,148,0.21,0.08,0.04,0.03,0.36,86.0,51.0,8.5,70.0,496,2
NBA 2K6,13,2005.0,8,2,0.27,0.08,0.0,0.01,0.36,84.0,27.0,8.7,15.0,83,0
Marvel Super Hero Squad,0,2009.0,9,28,0.3,0.03,0.0,0.03,0.36,49.0,16.0,6.2,14.0,410,3
The Chronicles of Narnia: Prince Caspian,0,2008.0,8,32,0.31,0.02,0.0,0.03,0.36,63.0,5.0,7.1,12.0,50,2
World's Scariest Police Chases,12,2001.0,2,4,0.2,0.14,0.0,0.02,0.36,54.0,16.0,6.3,4.0,424,2
MechAssault 2: Lone Wolf,13,2004.0,7,1,0.27,0.08,0.0,0.01,0.36,81.0,66.0,7.5,23.0,351,2
Valkyrie Profile: Lenneth,16,2006.0,3,15,0.17,0.01,0.16,0.02,0.36,80.0,39.0,8.4,57.0,91,2
Just Dance 2016,9,2015.0,5,5,0.17,0.13,0.0,0.06,0.36,73.0,10.0,6.8,20.0,12,3
ESPN NFL Football,13,2003.0,0,8,0.27,0.08,0.0,0.01,0.36,91.0,25.0,8.9,45.0,83,0
Rapala Pro Fishing,6,2004.0,0,84,0.18,0.14,0.0,0.05,0.36,59.0,6.0,8.7,32.0,242,0
Spider-Man: Shattered Dimensions,4,2010.0,8,4,0.24,0.08,0.0,0.03,0.36,76.0,68.0,7.6,96.0,185,2
TMNT,0,2007.0,8,5,0.3,0.03,0.0,0.03,0.36,60.0,17.0,5.9,11.0,52,3
Fossil Fighters: Frontier,10,2014.0,3,0,0.08,0.04,0.23,0.01,0.36,57.0,25.0,4.8,19.0,746,3
Arc the Lad: Twilight of the Spirits,6,2003.0,3,3,0.18,0.14,0.0,0.05,0.36,72.0,39.0,8.2,33.0,747,2
Watch Dogs 2,17,2016.0,8,5,0.17,0.16,0.0,0.03,0.36,83.0,9.0,7.7,131.0,52,1
Tiger Woods PGA Tour 09,16,2008.0,0,7,0.07,0.18,0.0,0.1,0.36,53.0,4.0,5.5,6.0,293,0
Harry Potter and the Chamber of Secrets,13,2002.0,8,7,0.27,0.08,0.0,0.01,0.36,77.0,13.0,7.2,12.0,103,0
Arctic Thunder,6,2001.0,2,39,0.17,0.14,0.0,0.05,0.36,45.0,23.0,5.3,10.0,748,2
ESPN: Sports Connection,18,2012.0,0,5,0.2,0.12,0.0,0.03,0.36,31.0,13.0,2.7,18.0,12,0
Shrek,13,2001.0,1,71,0.25,0.1,0.0,0.01,0.36,49.0,19.0,5.4,9.0,476,2
Dragon's Crown,22,2013.0,3,131,0.14,0.05,0.12,0.05,0.35,78.0,15.0,8.4,198.0,567,2
Wipeout 2048,22,2012.0,2,3,0.13,0.17,0.0,0.05,0.35,79.0,63.0,8.2,191.0,382,3
Trauma Center: Under the Knife,3,2005.0,7,0,0.3,0.01,0.02,0.03,0.35,81.0,45.0,8.7,45.0,751,2
Earth Defense Force 2025,5,2013.0,6,58,0.04,0.02,0.27,0.01,0.35,69.0,28.0,7.5,52.0,752,1
Middle-Earth: Shadow of Mordor,14,2014.0,8,19,0.12,0.2,0.0,0.03,0.35,84.0,17.0,8,1671.0,124,1
Suikoden V,6,2006.0,3,14,0.08,0.06,0.19,0.02,0.35,76.0,43.0,7.6,109.0,69,2
Tiger Woods PGA Tour 14,4,2013.0,0,7,0.21,0.12,0.0,0.03,0.35,77.0,28.0,6.2,26.0,57,0
LocoRoco 2,16,2008.0,1,3,0.21,0.09,0.01,0.04,0.35,85.0,55.0,8.4,44.0,233,0
Football Manager Handheld 2010,16,2009.0,0,8,0.0,0.26,0.0,0.09,0.35,69.0,10.0,6.9,7.0,271,0
Batman: Rise of Sin Tzu,6,2003.0,8,5,0.17,0.13,0.0,0.05,0.35,63.0,21.0,8.3,14.0,52,2
Worms: Open Warfare 2,3,2007.0,11,28,0.07,0.24,0.0,0.04,0.35,81.0,25.0,9.1,22.0,673,3
Dark Void,5,2010.0,8,12,0.18,0.12,0.0,0.05,0.35,59.0,50.0,6,36.0,755,2
Guitar Hero: Smash Hits,5,2009.0,5,4,0.2,0.11,0.0,0.05,0.35,73.0,34.0,7.2,9.0,185,2
NHL 2K10,0,2009.0,0,2,0.32,0.01,0.0,0.03,0.35,79.0,8.0,6.8,16.0,749,3
Bloody Roar 3,6,2001.0,9,17,0.15,0.11,0.05,0.04,0.35,71.0,20.0,8.6,34.0,665,2
WWE Crush Hour,6,2003.0,2,28,0.17,0.13,0.0,0.04,0.35,56.0,13.0,5.3,8.0,507,2
Persona 2: Eternal Punishment,12,2000.0,3,91,0.03,0.02,0.28,0.02,0.35,83.0,11.0,8.4,25.0,463,2
Homefront: The Revolution,9,2016.0,6,41,0.06,0.21,0.03,0.05,0.35,48.0,43.0,3.8,212.0,756,1
Assassin's Creed III,18,2012.0,8,5,0.19,0.13,0.0,0.03,0.35,85.0,26.0,7.1,216.0,104,1
One Piece: Burning Blood,9,2016.0,9,25,0.11,0.13,0.07,0.05,0.35,66.0,45.0,7.8,49.0,701,2
Star Wars: Flight of the Falcon,8,2003.0,8,28,0.25,0.09,0.0,0.01,0.35,39.0,13.0,5.8,11.0,316,0
Teenage Mutant Ninja Turtles: Smash-Up,0,2009.0,9,5,0.33,0.0,0.0,0.03,0.35,67.0,34.0,8.2,21.0,9,3
Toukiden: The Age of Demons,22,2013.0,8,48,0.04,0.04,0.25,0.02,0.35,71.0,44.0,8,136.0,188,2
Football Manager 2016,14,2015.0,7,8,0.0,0.33,0.0,0.02,0.35,81.0,34.0,6.9,97.0,180,0
Resident Evil: Dead Aim,6,2003.0,8,12,0.17,0.13,0.0,0.04,0.35,65.0,28.0,6.6,48.0,267,1
Need for Speed Carbon,19,2006.0,2,7,0.27,0.07,0.0,0.01,0.35,75.0,12.0,7.8,14.0,35,3
EA Sports MMA,4,2010.0,9,7,0.23,0.09,0.0,0.02,0.35,79.0,63.0,7,55.0,57,2
Defiance,5,2013.0,6,149,0.19,0.1,0.0,0.06,0.35,59.0,21.0,6.9,145.0,529,1
Terminator Salvation,4,2009.0,6,19,0.13,0.18,0.0,0.04,0.35,48.0,50.0,5,53.0,618,2
Guilty Gear X2,6,2002.0,9,100,0.09,0.07,0.16,0.02,0.35,87.0,31.0,8.7,34.0,496,2
Chicken Shoot,0,2007.0,8,84,0.32,0.0,0.0,0.02,0.35,27.0,9.0,4.8,26.0,758,3
Tom Clancy's Rainbow Six: Lockdown,6,2005.0,6,5,0.17,0.13,0.0,0.04,0.35,70.0,15.0,6.9,9.0,702,1
MotoGP 08,4,2008.0,2,12,0.11,0.2,0.0,0.04,0.35,68.0,20.0,5.6,12.0,723,0
LEGO Marvel's Avengers,17,2016.0,8,19,0.19,0.12,0.0,0.03,0.35,71.0,18.0,5.1,15.0,182,3
Aggressive Inline,6,2002.0,0,30,0.17,0.13,0.0,0.04,0.35,85.0,31.0,8.7,14.0,300,2
Mirror's Edge Catalyst,9,2016.0,1,7,0.11,0.16,0.02,0.05,0.35,69.0,50.0,4.7,578.0,29,2
Sniper Elite 3,17,2014.0,6,11,0.2,0.11,0.0,0.03,0.35,63.0,12.0,6.6,68.0,248,1
NFL Street,19,2004.0,0,7,0.27,0.07,0.0,0.01,0.35,81.0,30.0,8,4.0,57,0
Karaoke Revolution,6,2003.0,5,14,0.17,0.13,0.0,0.04,0.35,83.0,29.0,9.1,17.0,58,0
Metal Arms: Glitch in the System,6,2003.0,6,23,0.17,0.13,0.0,0.04,0.35,81.0,28.0,8.9,17.0,74,2
EverGrace,6,2000.0,3,5,0.1,0.08,0.15,0.03,0.35,59.0,12.0,7.8,4.0,163,2
Enemy Territory: Quake Wars,5,2008.0,6,4,0.23,0.07,0.0,0.04,0.35,60.0,30.0,6.4,14.0,300,2
Lunar 2: Eternal Blue Complete,12,1999.0,3,154,0.19,0.13,0.0,0.02,0.35,86.0,12.0,8.9,37.0,9,2
MLB 06: The Show,16,2006.0,0,3,0.32,0.0,0.0,0.03,0.35,83.0,30.0,8.5,32.0,421,0
Over the Hedge,19,2006.0,1,4,0.27,0.07,0.0,0.01,0.35,61.0,21.0,9.3,6.0,142,3
Charlie and the Chocolate Factory,6,2005.0,10,63,0.17,0.13,0.0,0.04,0.35,35.0,21.0,4.1,28.0,761,0
TrackMania Turbo,9,2016.0,8,5,0.03,0.26,0.0,0.05,0.35,81.0,52.0,7.9,110.0,762,0
Tiger Woods PGA Tour 12: The Masters,0,2011.0,0,7,0.2,0.11,0.0,0.03,0.34,85.0,14.0,6.7,7.0,22,0
Def Jam Icon,4,2007.0,8,7,0.3,0.01,0.0,0.03,0.34,69.0,48.0,6.3,108.0,252,1
Dynasty Warriors 5 Empires,6,2006.0,8,48,0.11,0.09,0.12,0.03,0.34,62.0,23.0,9.1,24.0,188,2
Call of Duty: Ghosts,18,2013.0,6,4,0.22,0.09,0.01,0.03,0.34,69.0,6.0,3.4,256.0,6,1
Transformers: Dark of the Moon,5,2011.0,8,4,0.11,0.18,0.0,0.06,0.34,57.0,41.0,5.6,27.0,72,2
SoulCalibur,21,1999.0,9,25,0.0,0.0,0.34,0.0,0.34,98.0,24.0,8.8,200.0,32,2
WipEout 3,12,1999.0,2,85,0.19,0.13,0.0,0.02,0.34,89.0,14.0,8.5,15.0,693,0
WWE '12,0,2011.0,9,28,0.23,0.08,0.0,0.03,0.34,74.0,6.0,5.2,9.0,156,2
WWE All Stars,4,2011.0,9,28,0.18,0.14,0.0,0.03,0.34,75.0,64.0,7.2,45.0,166,2
Mini Ninjas,5,2009.0,8,21,0.14,0.15,0.0,0.06,0.34,73.0,37.0,8.7,62.0,126,3
Tekken Tag Tournament 2,4,2012.0,9,25,0.19,0.11,0.01,0.03,0.34,83.0,35.0,7.5,90.0,145,2
Driver 2 Advance,8,2002.0,8,10,0.25,0.09,0.0,0.01,0.34,73.0,9.0,6.6,14.0,764,2
Monster Rancher 4,6,2003.0,7,48,0.08,0.06,0.19,0.02,0.34,77.0,21.0,9.1,18.0,378,0
Mini Ninjas,3,2009.0,8,21,0.16,0.15,0.0,0.04,0.34,61.0,10.0,5.8,4.0,239,3
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,6,2004.0,10,32,0.17,0.13,0.0,0.04,0.34,65.0,34.0,8.6,20.0,48,3
Battalion Wars 2,0,2007.0,11,0,0.22,0.02,0.08,0.02,0.34,75.0,38.0,7.6,45.0,675,2
MotorStorm: Arctic Edge,6,2009.0,2,3,0.07,0.03,0.0,0.25,0.34,72.0,10.0,8.3,6.0,329,2
Hitman: Contracts,13,2004.0,6,21,0.26,0.07,0.0,0.01,0.34,78.0,44.0,8.8,15.0,126,1
Supreme Commander 2,4,2010.0,11,15,0.23,0.09,0.0,0.03,0.34,75.0,28.0,7.1,23.0,765,3
Thunderstrike: Operation Phoenix,6,2001.0,7,21,0.17,0.13,0.0,0.04,0.34,65.0,15.0,8.1,7.0,56,2
Racquet Sports,5,2010.0,0,5,0.11,0.17,0.0,0.06,0.34,45.0,17.0,4.3,8.0,452,0
Company of Heroes 2,14,2013.0,11,28,0.06,0.25,0.0,0.04,0.34,80.0,82.0,2.1,6157.0,586,1
Trauma Center: Second Opinion,0,2006.0,7,0,0.28,0.01,0.03,0.03,0.34,80.0,49.0,8,47.0,355,2
WWE Day of Reckoning 2,19,2005.0,9,28,0.26,0.07,0.0,0.01,0.34,76.0,36.0,6,263.0,156,2
The Urbz: Sims in the City,13,2004.0,7,7,0.22,0.11,0.0,0.01,0.34,70.0,28.0,6.5,10.0,89,2
Rayman Legends,17,2014.0,1,5,0.13,0.18,0.0,0.03,0.34,91.0,6.0,7.9,218.0,195,3
SpongeBob SquarePants: The Yellow Avenger,3,2005.0,8,28,0.31,0.0,0.0,0.02,0.34,67.0,5.0,7.6,10.0,766,0
Monopoly,5,2008.0,5,7,0.25,0.05,0.0,0.04,0.34,54.0,4.0,6.7,13.0,22,0
SimCity Creator,3,2008.0,7,7,0.29,0.02,0.0,0.03,0.34,69.0,16.0,7.3,8.0,22,0
Tenchu Z,4,2006.0,8,1,0.27,0.02,0.02,0.03,0.34,56.0,51.0,7.3,58.0,349,1
Conan,5,2007.0,8,28,0.13,0.15,0.0,0.05,0.34,69.0,35.0,7.2,40.0,277,1
Leisure Suit Larry: Magna Cum Laude,6,2004.0,10,23,0.17,0.13,0.0,0.04,0.34,60.0,44.0,6.3,18.0,337,1
MVP 06 NCAA Baseball,13,2006.0,0,7,0.25,0.07,0.0,0.01,0.34,75.0,29.0,8.6,17.0,35,0
Naruto Shippuden: Ultimate Ninja Impact,16,2011.0,9,25,0.09,0.07,0.15,0.04,0.34,59.0,16.0,7.2,26.0,589,2
F.E.A.R.,4,2006.0,6,23,0.28,0.03,0.0,0.03,0.34,85.0,44.0,7.3,131.0,351,1
Tom Clancy's Ghost Recon: Shadow Wars,10,2011.0,11,5,0.22,0.09,0.0,0.03,0.34,77.0,49.0,7.9,78.0,12,2
Herbie: Fully Loaded,8,2005.0,2,32,0.24,0.09,0.0,0.01,0.34,47.0,9.0,6.8,4.0,768,0
Teenage Mutant Ninja Turtles,19,2003.0,8,14,0.26,0.07,0.0,0.01,0.34,57.0,25.0,8,8.0,69,0
Kameo: Elements of Power,4,2005.0,8,1,0.28,0.03,0.0,0.03,0.34,79.0,76.0,8.1,107.0,43,2
Dynasty Warriors 6 Empires,5,2009.0,8,48,0.14,0.03,0.15,0.02,0.34,62.0,22.0,7,26.0,188,2
The Shoot,5,2010.0,6,3,0.13,0.15,0.01,0.05,0.34,60.0,39.0,6.2,11.0,769,2
Puzzle Quest: Challenge of the Warlords,3,2007.0,4,58,0.28,0.0,0.03,0.02,0.34,82.0,41.0,8.7,32.0,112,3
Dynasty Warriors: Gundam 2,6,2008.0,8,25,0.04,0.03,0.25,0.01,0.34,52.0,8.0,6.5,8.0,188,2
Star Ocean: Second Evolution,16,2008.0,3,15,0.14,0.01,0.16,0.02,0.34,75.0,37.0,7.1,26.0,91,2
MXRider,6,2001.0,2,10,0.16,0.13,0.0,0.04,0.34,69.0,16.0,6.8,6.0,251,0
Delta Force: Black Hawk Down,13,2005.0,6,174,0.25,0.07,0.0,0.01,0.34,61.0,37.0,6.6,19.0,342,2
Pirates of the Caribbean: At World's End,4,2007.0,8,32,0.29,0.02,0.0,0.03,0.34,58.0,42.0,5.3,21.0,103,2
The Eye of Judgment,5,2007.0,5,3,0.28,0.0,0.02,0.03,0.33,75.0,43.0,8.2,51.0,651,2
Tom Clancy's Ghost Recon Advanced Warfighter,13,2006.0,6,5,0.21,0.11,0.0,0.01,0.33,66.0,14.0,6,27.0,149,2
NHL 09,5,2008.0,0,7,0.29,0.02,0.0,0.03,0.33,88.0,25.0,7.7,41.0,35,3
World of Final Fantasy,9,2016.0,3,15,0.08,0.14,0.08,0.04,0.33,77.0,74.0,8.3,222.0,46,3
Banjo-Kazooie: Grunty's Revenge,8,2003.0,1,28,0.24,0.09,0.0,0.01,0.33,72.0,21.0,8.1,18.0,43,0
NHL 17,9,2016.0,0,7,0.19,0.08,0.0,0.06,0.33,78.0,26.0,5.8,67.0,771,3
Mega Man ZX Advent,3,2007.0,1,12,0.22,0.0,0.09,0.02,0.33,78.0,27.0,8.6,32.0,772,3
NCAA Basketball 10,5,2009.0,0,7,0.31,0.0,0.0,0.03,0.33,75.0,17.0,7.8,6.0,35,0
Jeanne d'Arc,16,2006.0,3,3,0.21,0.0,0.1,0.02,0.33,87.0,45.0,8.2,74.0,49,2
Harry Potter and the Deathly Hallows - Part 2,4,2011.0,8,7,0.19,0.11,0.0,0.03,0.33,44.0,31.0,5.4,24.0,285,2
Avatar: The Last Airbender,3,2006.0,10,28,0.3,0.01,0.0,0.03,0.33,64.0,9.0,6.4,7.0,91,0
Ape Escape Academy,16,2004.0,5,3,0.13,0.15,0.0,0.05,0.33,51.0,48.0,5.8,4.0,708,3
WWE Wrestlemania XIX,19,2003.0,9,28,0.26,0.07,0.0,0.01,0.33,76.0,26.0,8.7,47.0,156,2
The Sims 2,19,2005.0,7,7,0.26,0.07,0.0,0.01,0.33,73.0,22.0,8.3,8.0,89,2
Hulk,13,2003.0,8,20,0.25,0.07,0.0,0.01,0.33,69.0,25.0,7.7,9.0,311,2
Untold Legends: The Warriors Code,16,2006.0,3,5,0.14,0.12,0.0,0.08,0.33,65.0,46.0,8.3,28.0,360,2
Klonoa 2: Lunatea's Veil,6,2001.0,1,3,0.12,0.1,0.08,0.03,0.33,91.0,18.0,9.1,72.0,32,0
Deus Ex: Invisible War,13,2003.0,6,21,0.25,0.07,0.0,0.01,0.33,84.0,50.0,7.6,37.0,774,1
The King of Fighters XIII,4,2011.0,9,70,0.23,0.06,0.01,0.03,0.33,79.0,31.0,8.2,51.0,775,2
Tak 2: The Staff of Dreams,19,2004.0,1,28,0.26,0.07,0.0,0.01,0.33,75.0,22.0,8.6,8.0,260,0
Fracture,4,2008.0,6,18,0.15,0.14,0.0,0.04,0.33,63.0,60.0,6.2,45.0,351,2
Ninja Blade,4,2009.0,8,1,0.14,0.14,0.02,0.03,0.33,68.0,65.0,6.8,55.0,163,1
LEGO Batman 2: DC Super Heroes,22,2012.0,8,19,0.16,0.11,0.0,0.06,0.33,62.0,9.0,6.7,46.0,182,3
Bee Movie Game,0,2007.0,8,4,0.3,0.01,0.0,0.03,0.33,62.0,16.0,7.6,7.0,776,0
Kelly Slater's Pro Surfer,6,2002.0,0,4,0.16,0.13,0.0,0.04,0.33,77.0,19.0,8.4,15.0,6,0
Sniper: Ghost Warrior 2,5,2013.0,6,86,0.05,0.18,0.03,0.07,0.33,52.0,15.0,6,82.0,347,1
Legends of Wrestling II,6,2002.0,9,30,0.16,0.13,0.0,0.04,0.33,59.0,15.0,6.7,6.0,310,2
Virtua Tennis 2009,4,2009.0,0,8,0.12,0.18,0.0,0.03,0.33,70.0,43.0,6.2,15.0,129,0
Street Fighter Alpha 3 MAX,16,2006.0,9,12,0.27,0.01,0.02,0.03,0.33,80.0,35.0,8,27.0,48,2
