Nome,Plataforma,Ano de lancamento,Genero,Publicadora,Vendas NA,Vendas EU,Vendas JP,Outras vendas,Vendas globais,Pontuacao da critica,Contagem de criticas,Pontuacao dos usuarios,Contagem de usuarios,Desenvolvedora,Classificacao,Media de pontuacao
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,7,2005.0,9,15,0.1,0.08,0.0,0.03,0.2,53.0,20.0,7.0,10.0,426,4,30.0
Zone of the Enders HD Collection,5,2012.0,8,15,0.14,0.03,0.01,0.02,0.2,75.0,21.0,8.8,20.0,338,2,41.9
Record of Agarest War,5,2008.0,4,267,0.18,0.0,0.01,0.01,0.2,71.0,7.0,7.0,35.0,911,3,39.0
Gladius,7,2003.0,12,5,0.1,0.08,0.0,0.03,0.2,78.0,27.0,8.0,22.0,144,3,43.0
Earth Defense Force: Insect Armageddon,6,2011.0,7,59,0.06,0.04,0.08,0.02,0.2,63.0,28.0,7.0,24.0,559,3,35.0
Dave Mirra Freestyle BMX 2,14,2001.0,1,31,0.15,0.04,0.0,0.01,0.2,76.0,18.0,8.2,6.0,301,3,42.1
Pro Yaky? Spirits 2012,17,2012.0,1,15,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0,0,0.0
SpongeBob SquarePants: Revenge of the Flying Dutchman,20,2002.0,2,29,0.15,0.04,0.0,0.01,0.2,66.0,4.0,8.3,10.0,362,1,37.15
Taiko no Tatsujin: Go! Go! Godaime,7,2004.0,6,26,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0,0,0.0
Taiko Drum Master,7,2004.0,6,26,0.1,0.08,0.0,0.03,0.2,77.0,35.0,8.1,8.0,33,1,42.55
Bust-A-Move 2 Arcade Edition,13,1995.0,5,31,0.11,0.07,0.0,0.01,0.2,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Total War: Shogun 2 - Fall of the Samurai,15,2012.0,12,9,0.07,0.1,0.0,0.02,0.2,0.0,0.0,0.0,0.0,0,0,0.0
Dungeon Hunter Alliance,23,2012.0,9,6,0.07,0.09,0.0,0.03,0.2,49.0,34.0,6.4,61.0,13,3,27.7
Forgotten Realms: Demon Stone,7,2004.0,9,11,0.1,0.08,0.0,0.03,0.2,71.0,40.0,6.8,18.0,66,3,38.9
Super Baseball Simulator 1.000,8,1991.0,1,268,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0,0,0.0
Soldier of Fortune: Payback,5,2007.0,7,5,0.18,0.0,0.0,0.02,0.2,50.0,35.0,5.6,20.0,975,2,27.8
Afro Samurai,6,2009.0,9,11,0.12,0.05,0.0,0.03,0.2,65.0,52.0,6.1,27.0,315,2,35.55
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Puzzle Challenge: Crosswords and More!,17,2006.0,5,68,0.18,0.0,0.0,0.01,0.2,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
The Amazing Spider-Man (Console Version),4,2012.0,9,5,0.15,0.03,0.0,0.01,0.2,0.0,0.0,0.0,0.0,0,0,0.0
Farming Simulator 2015,18,2015.0,8,102,0.1,0.08,0.0,0.02,0.2,0.0,0.0,0.0,0.0,0,0,0.0
Silent Hill: Book of Memories,23,2012.0,9,15,0.1,0.05,0.0,0.04,0.2,58.0,57.0,5.1,102.0,279,2,31.55
Playboy: The Mansion,7,2005.0,8,6,0.1,0.08,0.0,0.03,0.2,59.0,33.0,7.5,18.0,730,2,33.25
Jikkyou Powerful Pro Yakyuu 2010,17,2010.0,1,15,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0,0,0.0
Sid Meier's Pirates!,17,2007.0,12,3,0.16,0.01,0.0,0.02,0.2,0.0,0.0,0.0,0.0,0,0,0.0
Ore no Shikabane o Koete Yuke,17,2011.0,4,4,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0,0,0.0
Baja: Edge of Control,5,2008.0,3,29,0.12,0.06,0.0,0.02,0.2,65.0,35.0,7.1,18.0,955,1,36.05
Tiger Woods PGA Tour 06,17,2005.0,1,8,0.18,0.0,0.0,0.01,0.2,80.0,15.0,7.9,8.0,152,1,43.95
Shaman King: Spirit of Shamans,13,2002.0,9,26,0.0,0.0,0.18,0.01,0.2,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Bleach: The 3rd Phantom,4,2008.0,4,9,0.1,0.02,0.07,0.01,0.2,59.0,28.0,8.0,10.0,976,3,33.5
The Fairly Odd Parents: Enter the Cleft,9,2002.0,2,29,0.14,0.05,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0,0,0.0
MC Groovz Dance Craze,20,2004.0,6,269,0.15,0.04,0.0,0.01,0.2,42.0,8.0,6.8,9.0,977,1,24.4
The Thing,14,2002.0,11,24,0.15,0.04,0.0,0.01,0.2,78.0,21.0,6.6,14.0,671,2,42.3
Tom and Jerry in House Trap,13,2000.0,9,6,0.11,0.07,0.0,0.01,0.2,0.0,0.0,0.0,0.0,0,0,0.0
Power Rangers: Time Force,9,2001.0,9,29,0.14,0.05,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0,0,0.0
Untold Legends: Dark Kingdom,6,2006.0,4,8,0.14,0.02,0.02,0.02,0.2,58.0,40.0,7.2,36.0,361,3,32.6
Jikkyou Powerful Pro Yakyuu 2011,17,2011.0,1,15,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0,0,0.0
DS Kageyama Method: Dennou Hanpuku - Masu x Masu Hyaku Masu Keisan,4,2006.0,6,270,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0,0,0.0
Plants vs. Zombies,6,2011.0,12,210,0.18,0.0,0.0,0.02,0.2,85.0,8.0,7.9,60.0,365,4,46.45
Baldur's Gate: Dark Alliance,14,2002.0,4,18,0.15,0.04,0.0,0.01,0.2,83.0,25.0,8.3,26.0,322,3,45.65
Prince of Persia: Warrior Within,20,2004.0,9,6,0.15,0.04,0.0,0.01,0.2,83.0,31.0,8.6,20.0,13,2,45.8
Mahjongg Mysteries: Ancient Egypt,4,2010.0,5,195,0.07,0.11,0.0,0.02,0.2,0.0,0.0,0.0,0.0,0,0,0.0
Aikatsu! Cinderella Lesson,11,2012.0,4,26,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0,0,0.0
UFC: Tapout,14,2002.0,10,68,0.14,0.05,0.0,0.01,0.2,0.0,0.0,0.0,0.0,0,0,0.0
Warriors Orochi,5,2007.0,9,49,0.17,0.01,0.0,0.02,0.2,53.0,27.0,7.4,13.0,189,3,30.2
Predator: Concrete Jungle,7,2005.0,9,24,0.1,0.07,0.0,0.03,0.2,47.0,14.0,8.8,76.0,104,2,27.9
Cabela's Survival: Shadows of Katmai,1,2011.0,1,5,0.14,0.04,0.0,0.01,0.2,0.0,0.0,8.0,5.0,243,3,4.0
Arcana Heart 3,6,2011.0,10,149,0.04,0.04,0.1,0.02,0.2,73.0,10.0,7.5,27.0,978,3,40.25
X-Men Origins: Wolverine,4,2009.0,9,5,0.15,0.03,0.0,0.02,0.2,55.0,8.0,8.1,8.0,244,4,31.55
Big Mutha Truckers 2,7,2005.0,3,172,0.1,0.07,0.0,0.03,0.2,51.0,26.0,2.1,9.0,454,2,26.55
Armored Core 4,6,2006.0,8,12,0.09,0.0,0.09,0.01,0.2,65.0,36.0,6.8,25.0,164,3,35.9
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Solatorobo: Red the Hunter,4,2010.0,4,1,0.08,0.04,0.07,0.01,0.2,76.0,40.0,7.9,23.0,326,4,41.95
NHL FaceOff 2001,7,2001.0,1,4,0.1,0.07,0.0,0.02,0.2,57.0,11.0,4.0,4.0,399,1,30.5
Mana Khemia 2: Fall of Alchemy,7,2008.0,4,244,0.07,0.05,0.05,0.02,0.2,70.0,12.0,8.2,17.0,691,3,39.1
The Great Escape,7,2003.0,9,114,0.1,0.07,0.0,0.02,0.2,57.0,19.0,8.0,21.0,263,3,32.5
Just Dance 2: Extra Songs,1,2011.0,6,6,0.0,0.17,0.0,0.03,0.2,0.0,0.0,0.0,0.0,0,0,0.0
Castlevania: Lords of Shadow 2,6,2014.0,9,15,0.03,0.12,0.02,0.03,0.2,63.0,55.0,7.8,528.0,358,2,35.4
Dexter's Lab Chess Challenge,9,2002.0,6,177,0.14,0.05,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0,0,0.0
CSI: Unsolved!,4,2010.0,11,6,0.13,0.05,0.0,0.02,0.2,0.0,0.0,0.0,0.0,0,0,0.0
Big Mutha Truckers,14,2002.0,3,88,0.15,0.04,0.0,0.01,0.19,59.0,12.0,4.3,9.0,454,3,31.65
Way of the Samurai 4,6,2011.0,9,132,0.0,0.03,0.16,0.01,0.19,58.0,25.0,6.5,15.0,199,2,32.25
ESA Foundation Compilation,7,2005.0,6,4,0.1,0.07,0.0,0.02,0.19,0.0,0.0,0.0,0.0,0,0,0.0
The Hobbit,9,2003.0,2,24,0.14,0.05,0.0,0.0,0.19,67.0,6.0,9.2,17.0,672,1,38.1
The King of Fighters XI,7,2006.0,10,154,0.07,0.06,0.04,0.02,0.19,75.0,30.0,8.5,15.0,776,3,41.75
Tom Clancy's Splinter Cell: Essentials,17,2006.0,7,6,0.17,0.01,0.0,0.02,0.19,58.0,37.0,7.5,39.0,13,2,32.75
The Naked Brothers Band: The Video Game,4,2008.0,6,29,0.18,0.0,0.0,0.01,0.19,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Dragon Ball Z: Idainaru Dragon Ball Densetsu,13,1996.0,10,26,0.0,0.0,0.18,0.01,0.19,0.0,0.0,0.0,0.0,0,0,0.0
Major League Baseball 2K12,6,2012.0,1,3,0.18,0.0,0.0,0.02,0.19,68.0,8.0,4.4,5.0,84,1,36.2
Family Guy,17,2006.0,9,3,0.18,0.0,0.0,0.02,0.19,51.0,14.0,6.3,15.0,338,2,28.65
Dead Space 3,15,0.0,9,8,0.02,0.16,0.0,0.02,0.19,78.0,16.0,6.0,1096.0,190,2,42.0
Sniper Elite,7,2005.0,7,6,0.1,0.07,0.0,0.02,0.19,76.0,21.0,8.9,36.0,249,2,42.45
Yoga Wii,1,2009.0,1,272,0.14,0.04,0.0,0.02,0.19,0.0,0.0,0.0,0.0,0,0,0.0
MLB 16: The Show,6,2016.0,9,4,0.16,0.0,0.0,0.04,0.19,0.0,0.0,0.0,0.0,0,0,0.0
Harry Potter and the Goblet of Fire,17,2005.0,9,8,0.17,0.0,0.0,0.02,0.19,70.0,13.0,7.4,16.0,23,4,38.7
Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS,4,2005.0,9,9,0.0,0.0,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0,0,0.0
Parlor! Mini 4,8,1996.0,6,273,0.0,0.0,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0,0,0.0
Breath of Fire II,9,2001.0,4,6,0.14,0.05,0.0,0.0,0.19,81.0,16.0,8.8,16.0,49,1,44.9
The Amazing Spider-Man (Console Version),11,2012.0,9,5,0.15,0.03,0.0,0.01,0.19,0.0,0.0,0.0,0.0,0,0,0.0
Danganronpa 2: Goodbye Despair,17,2012.0,6,131,0.0,0.0,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Test Drive Unlimited 2,15,0.0,3,11,0.05,0.11,0.0,0.03,0.19,72.0,19.0,5.7,253.0,524,3,38.85
UFC Personal Trainer: The Ultimate Fitness System,6,2011.0,1,29,0.08,0.08,0.0,0.03,0.19,65.0,8.0,2.4,5.0,167,1,33.7
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Conan,5,2007.0,9,29,0.16,0.02,0.0,0.01,0.19,69.0,49.0,7.3,67.0,278,2,38.15
Steins;Gate,17,2011.0,11,155,0.0,0.0,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Power Pro Kun Pocket 12,4,2009.0,1,15,0.0,0.0,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Rune Factory: Tides of Destiny,1,2011.0,4,215,0.13,0.0,0.06,0.01,0.19,0.0,0.0,7.0,11.0,581,4,3.5
J-League Jikkyou Winning Eleven 3,13,1997.0,1,15,0.0,0.0,0.18,0.01,0.19,0.0,0.0,0.0,0.0,0,0,0.0
No More Heroes: Heroes' Paradise,6,2010.0,9,15,0.1,0.04,0.04,0.02,0.19,72.0,38.0,7.3,38.0,982,2,39.65
Jissen Pachi-Slot Hisshouhou,8,1993.0,6,101,0.0,0.0,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0,0,0.0
Shin Megami Tensei IV: Final,11,2016.0,4,42,0.05,0.0,0.14,0.01,0.19,0.0,0.0,0.0,0.0,0,0,0.0
Aliens vs Predator,15,2010.0,7,9,0.0,0.17,0.0,0.02,0.19,68.0,35.0,7.4,985.0,249,2,37.7
Captain America: Super Soldier,6,2011.0,9,9,0.1,0.06,0.0,0.03,0.19,61.0,34.0,7.3,40.0,69,3,34.15
Pac-Man & Galaga Dimensions,11,2011.0,6,26,0.1,0.04,0.04,0.01,0.19,0.0,0.0,0.0,0.0,0,0,0.0
Manhunt,14,2004.0,9,3,0.14,0.04,0.0,0.01,0.19,74.0,37.0,7.9,19.0,4,2,40.95
NCAA Final Four 2003,7,2002.0,1,4,0.09,0.07,0.0,0.02,0.19,57.0,16.0,6.0,4.0,399,1,31.5
Dynasty Warriors: Gundam 2,5,2008.0,9,26,0.07,0.03,0.08,0.01,0.19,49.0,30.0,7.0,18.0,189,3,28.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Bound By Flame,10,2014.0,4,83,0.08,0.09,0.0,0.03,0.19,53.0,40.0,5.9,230.0,983,2,29.45
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Spectrobes: Origins,1,2009.0,4,33,0.16,0.02,0.0,0.01,0.19,71.0,22.0,8.4,16.0,273,4,39.7
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Great Phoenix Wright: Ace Attorney - Naruhodou Ryuunosuke no Bouken,11,2015.0,9,13,0.0,0.0,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0,0,0.0
J-League Excite Stage '96,8,1996.0,1,176,0.0,0.0,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
New Love Plus,11,2012.0,8,15,0.0,0.0,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0,0,0.0
DanceMasters,5,2010.0,6,15,0.15,0.02,0.02,0.01,0.19,63.0,30.0,5.9,7.0,984,4,34.45
Breath of Fire: Dragon Quarter,7,2002.0,4,13,0.09,0.07,0.0,0.02,0.19,78.0,28.0,6.9,35.0,49,3,42.45
Jikkyou J-League Perfect Striker,12,1996.0,1,15,0.0,0.0,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0,0,0.0
Super Robot Taisen: Scramble Commander,7,2003.0,12,57,0.0,0.0,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0,0,0.0
Shiren the Wanderer,1,2008.0,4,9,0.08,0.0,0.11,0.01,0.19,71.0,21.0,7.6,5.0,197,3,39.3
Re-Volt,13,1998.0,3,31,0.11,0.07,0.0,0.01,0.19,0.0,0.0,0.0,0.0,0,0,0.0
Kan Colle Kai,23,2016.0,9,275,0.0,0.0,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0,0,0.0
Descent,13,1996.0,7,118,0.11,0.07,0.0,0.01,0.19,0.0,0.0,0.0,0.0,0,0,0.0
LEGO Marvel's Avengers,11,2016.0,9,20,0.07,0.09,0.01,0.01,0.19,60.0,4.0,7.1,15.0,183,4,33.55
Just Dance 2016,6,2015.0,6,6,0.1,0.06,0.0,0.03,0.19,0.0,0.0,4.2,6.0,13,4,2.1
Spore Hero Arena,4,2009.0,8,8,0.18,0.0,0.0,0.01,0.19,49.0,11.0,2.6,8.0,193,1,25.8
Disney's Magical Mirror Starring Mickey Mouse,20,2002.0,11,1,0.15,0.04,0.0,0.01,0.19,50.0,9.0,8.9,10.0,49,1,29.45
Enchanted Arms,5,2006.0,4,6,0.16,0.02,0.0,0.02,0.19,69.0,54.0,6.9,60.0,164,3,37.95
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Conflict: Denied Ops,5,2008.0,7,22,0.08,0.09,0.0,0.02,0.19,52.0,35.0,4.9,22.0,263,2,28.45
Mafia III,15,2016.0,9,3,0.08,0.1,0.0,0.02,0.19,63.0,29.0,3.2,881.0,221,2,33.1
The Rise of the Argonauts,6,2008.0,4,35,0.05,0.11,0.0,0.03,0.19,0.0,0.0,0.0,0.0,0,0,0.0
Barbie Fashion Show: An Eye for Style,4,2008.0,6,5,0.18,0.0,0.0,0.01,0.19,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Mace Griffin: Bounty Hunter,7,2003.0,7,8,0.09,0.07,0.0,0.02,0.19,62.0,19.0,8.3,7.0,635,2,35.15
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Legacy of Kain: Defiance,14,2003.0,9,22,0.14,0.04,0.0,0.01,0.19,74.0,30.0,7.9,21.0,299,2,40.95
Final Fantasy XI,5,2006.0,4,16,0.17,0.01,0.0,0.01,0.19,66.0,25.0,6.5,33.0,47,3,36.25
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Tales of the World: Narikiri Dungeon 2,9,2002.0,4,26,0.0,0.0,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0,0,0.0
Peter Jackson's King Kong: The Official Game of the Movie,17,2005.0,9,6,0.16,0.01,0.0,0.02,0.19,56.0,10.0,6.4,22.0,698,3,31.2
Fighter Within,18,2013.0,10,6,0.11,0.07,0.0,0.02,0.19,23.0,39.0,3.0,211.0,13,3,13.0
Aliens versus Predator: Extinction,7,2003.0,12,8,0.09,0.07,0.0,0.02,0.19,66.0,17.0,8.4,30.0,986,3,37.2
Shrek: Forever After,6,2010.0,2,5,0.16,0.02,0.0,0.02,0.19,57.0,11.0,4.5,6.0,433,4,30.75
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
X-Men Origins: Wolverine,17,2009.0,9,5,0.13,0.03,0.0,0.03,0.19,60.0,6.0,7.5,12.0,244,3,33.75
Jikkyou Powerful Pro Yakyuu '96 Kaimakuban,8,1996.0,1,15,0.0,0.0,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0,0,0.0
Tokimeki Memorial Girl's Side 3rd Story,4,2010.0,11,15,0.0,0.0,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0,0,0.0
NHL Hitz Pro,7,2003.0,1,40,0.09,0.07,0.0,0.02,0.19,79.0,23.0,8.9,13.0,69,1,43.95
Allied General,13,1996.0,12,276,0.11,0.07,0.0,0.01,0.19,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Kamen Rider: Battride War,6,2013.0,9,26,0.0,0.0,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0,0,0.0
Fire ProWrestling G,13,1999.0,10,191,0.0,0.0,0.18,0.01,0.19,0.0,0.0,0.0,0.0,0,0,0.0
Space Invaders Extreme 2,4,2009.0,7,16,0.17,0.01,0.0,0.01,0.19,82.0,38.0,7.1,8.0,52,1,44.55
Need for Speed: The Run,11,2011.0,9,8,0.09,0.09,0.0,0.02,0.19,65.0,9.0,6.0,26.0,718,4,35.5
Supreme Commander 2,15,2010.0,12,16,0.0,0.15,0.0,0.04,0.19,77.0,54.0,6.2,803.0,766,4,41.6
Avatar: The Last Airbender - Into the Inferno,1,2008.0,11,29,0.17,0.01,0.0,0.01,0.19,0.0,0.0,0.0,0.0,0,0,0.0
Quantum Theory,6,2010.0,7,49,0.05,0.09,0.02,0.03,0.19,43.0,34.0,5.3,21.0,379,2,24.15
Dawn of Discovery,1,2009.0,8,6,0.12,0.06,0.0,0.02,0.19,81.0,24.0,8.5,15.0,615,4,44.75
Guitar Hero Live,19,2015.0,6,5,0.12,0.05,0.0,0.02,0.19,84.0,4.0,6.1,36.0,852,3,45.05
GunGriffon,24,1995.0,8,9,0.0,0.0,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0,0,0.0
SingStar Pop Vol.2,7,2008.0,6,4,0.09,0.07,0.0,0.02,0.19,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Darkstalkers 3,13,1998.0,10,13,0.11,0.07,0.0,0.01,0.19,0.0,0.0,0.0,0.0,0,0,0.0
International Cricket 2010,6,2010.0,1,35,0.0,0.15,0.0,0.04,0.19,0.0,0.0,0.0,0.0,0,0,0.0
Frequency,7,2001.0,6,4,0.09,0.07,0.0,0.02,0.19,83.0,26.0,9.0,29.0,59,1,46.0
Inazuma Eleven Strikers 2012 Xtreme,1,2011.0,4,38,0.0,0.0,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Dynasty Warriors 8: Empires,10,2014.0,9,49,0.06,0.07,0.03,0.03,0.19,63.0,30.0,7.5,42.0,189,3,35.25
2002 FIFA World Cup,14,2002.0,1,8,0.14,0.04,0.0,0.01,0.19,79.0,17.0,9.0,4.0,987,1,44.0
SpongeBob SquigglePants 3D,11,2011.0,6,29,0.13,0.05,0.0,0.02,0.19,64.0,8.0,6.0,8.0,279,1,35.0
Jampack: Summer 2003 (RP-T),7,2003.0,6,4,0.09,0.07,0.0,0.02,0.19,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Sudeki,14,2004.0,4,2,0.14,0.04,0.0,0.01,0.19,72.0,75.0,8.4,49.0,343,2,40.2
Majin and the Forsaken Kingdom,5,2010.0,11,26,0.14,0.03,0.0,0.01,0.19,74.0,46.0,8.1,24.0,489,3,41.05
Silent Hill HD Collection,5,2012.0,9,15,0.11,0.06,0.01,0.02,0.19,69.0,17.0,5.6,98.0,70,2,37.3
Arc Rise Fantasia,1,2009.0,4,215,0.12,0.0,0.06,0.01,0.19,64.0,26.0,7.8,43.0,798,3,35.9
"Boku no Natsuyasumi 4: Seitouchi Shounen Tanteidan, Boku to Himitsu no Chizu",17,2009.0,11,4,0.0,0.0,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Quake,12,1998.0,7,14,0.15,0.04,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0,0,0.0
SpongeBob's Surf & Skate Roadtrip,5,2011.0,9,29,0.15,0.03,0.0,0.01,0.19,0.0,0.0,0.0,0.0,0,0,0.0
Sesame Street: Elmo's Number Journey,12,1999.0,6,214,0.15,0.04,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0,0,0.0
Hexen,12,1996.0,7,14,0.15,0.04,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0,0,0.0
Mace: The Dark Age,12,1997.0,10,14,0.15,0.04,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0,0,0.0
Puyo Puyo Sun 64,12,1997.0,5,90,0.0,0.0,0.16,0.03,0.19,0.0,0.0,0.0,0.0,0,0,0.0
AeroFighters Assault,12,1997.0,9,63,0.15,0.04,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0,0,0.0
Chou-Kuukan Night Pro Yakyuu King (weekly JP sales),12,1996.0,1,157,0.0,0.0,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0,0,0.0
South Park: The Stick of Truth,15,2014.0,4,6,0.07,0.1,0.0,0.01,0.19,85.0,48.0,8.6,1739.0,79,2,46.8
Tottadoo! Yoiko no Mujintou Seikatsu,4,2008.0,11,26,0.0,0.0,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0,0,0.0
Teenage Mutant Ninja Turtles 2: Battle Nexus,20,2004.0,9,15,0.15,0.04,0.0,0.01,0.19,49.0,16.0,4.6,7.0,70,3,26.8
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
MLB 12: The Show,23,2012.0,1,4,0.17,0.0,0.0,0.02,0.19,76.0,15.0,7.8,42.0,422,1,41.9
God Eater Resurrection,23,2015.0,9,26,0.0,0.0,0.19,0.0,0.19,0.0,0.0,8.8,17.0,539,3,4.4
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Kenka Banchou 4: Ichinen Sensou,17,2010.0,9,131,0.0,0.0,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0,0,0.0
Warhammer: Shadow of the Horned Rat,13,1996.0,12,52,0.11,0.07,0.0,0.01,0.19,0.0,0.0,0.0,0.0,0,0,0.0
NBA 2K11,15,2010.0,9,3,0.18,0.0,0.0,0.01,0.19,82.0,6.0,8.6,37.0,84,1,45.3
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Pro Yakyuu Team o Tsukurou!,4,2008.0,1,9,0.0,0.0,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0,0,0.0
WWE All Stars,1,2011.0,10,29,0.1,0.07,0.0,0.02,0.19,68.0,11.0,7.0,8.0,167,3,37.5
Naruto: Ninja Destiny,4,2006.0,10,26,0.02,0.01,0.16,0.0,0.19,61.0,22.0,4.4,10.0,741,3,32.7
FaceBreaker,5,2008.0,10,8,0.15,0.02,0.0,0.02,0.19,54.0,57.0,6.3,19.0,36,3,30.15
ESPN International Track & Field,7,2000.0,1,15,0.09,0.07,0.0,0.02,0.19,0.0,0.0,0.0,0.0,0,0,0.0
